id,customer_id,amount,currency,date,status,description,invoice_id,chargeback_status,under_fraud_investigation,refund_status,refunded_amount,payment_method
TXN-1020167,CUS-1001056,49.0,USD,2026-08-01T00:00:00+00:00,completed,Service charge for invoice INV-1010167,INV-1010167,none,False,none,0.0,credit_card_visa
TXN-1020168,CUS-1001032,990.0,USD,2026-09-10T07:00:00+00:00,completed,Service charge for invoice INV-1010168,INV-1010168,none,False,none,0.0,credit_card_visa
TXN-1020169,CUS-1001050,990.0,USD,2026-07-15T20:00:00+00:00,completed,Service charge for invoice INV-1010169,INV-1010169,none,False,none,0.0,credit_card_visa
TXN-1020170,CUS-1001003,990.0,USD,2026-08-10T08:00:00+00:00,completed,Service charge for invoice INV-1010170,INV-1010170,investigation_active,True,none,0.0,credit_card_visa
TXN-1020171,CUS-1001053,29.0,USD,2026-07-23T02:00:00+00:00,completed,Service charge for invoice INV-1010171,INV-1010171,none,False,none,0.0,credit_card_visa
TXN-1020172,CUS-1001058,49.0,USD,2026-09-10T00:00:00+00:00,completed,Service charge for invoice INV-1010172,INV-1010172,none,False,none,0.0,credit_card_visa
TXN-1020173,CUS-1001033,29.0,USD,2026-07-16T10:00:00+00:00,completed,Service charge for invoice INV-1010173,INV-1010173,none,False,none,0.0,credit_card_visa
TXN-1020174,CUS-1001057,29.0,USD,2026-08-01T03:00:00+00:00,completed,Service charge for invoice INV-1010174,INV-1010174,none,False,none,0.0,credit_card_visa
TXN-1020175,CUS-1001046,199.0,USD,2026-07-28T10:00:00+00:00,completed,Service charge for invoice INV-1010175,INV-1010175,none,False,none,0.0,credit_card_visa
TXN-1020176,CUS-1001007,49.0,USD,2026-09-13T09:00:00+00:00,completed,Service charge for invoice INV-1010176,INV-1010176,none,False,none,0.0,credit_card_visa
TXN-1020177,CUS-1001010,49.0,USD,2026-08-20T08:00:00+00:00,completed,Service charge for invoice INV-1010177,INV-1010177,none,False,none,0.0,credit_card_visa
TXN-1020178,CUS-1001003,199.0,USD,2026-07-23T23:00:00+00:00,completed,Service charge for invoice INV-1010178,INV-1010178,none,False,none,0.0,credit_card_visa
TXN-1020179,CUS-1001056,199.0,USD,2026-08-31T03:00:00+00:00,completed,Service charge for invoice INV-1010179,INV-1010179,none,False,none,0.0,credit_card_visa
TXN-1020180,CUS-1001044,49.0,USD,2026-07-26T22:00:00+00:00,completed,Service charge for invoice INV-1010180,INV-1010180,investigation_active,True,none,0.0,credit_card_visa
TXN-40101,CUS-50000001,99.0,USD,2026-09-14T09:15:02Z,completed,Enterprise Monthly Core License - Base,INV-40101,none,False,none,0.0,credit_card_visa
TXN-40102,CUS-50000001,99.0,USD,2026-09-14T09:15:05Z,completed,Enterprise Monthly Core License - Retry,INV-40101,none,False,none,0.0,credit_card_visa
TXN-40103,CUS-50000002,49.0,USD,2026-09-08T10:00:00Z,completed,Professional Tier Monthly Subscription,INV-40102,none,False,none,0.0,credit_card_visa
TXN-40104,CUS-50000002,49.0,USD,2026-09-10T14:30:00Z,completed,Advanced Analytics Add-on Pack,INV-40103,none,False,none,0.0,credit_card_visa
TXN-40105,CUS-50000003,89.0,USD,2026-09-05T12:00:00Z,completed,Standard Developer Seat Renewal,INV-40104,none,False,none,0.0,credit_card_mastercard
TXN-40106,CUS-50000004,120.0,USD,2026-09-12T08:00:00Z,completed,Pro Workspace Plan,INV-40105,none,False,none,0.0,credit_card_visa
TXN-40107,CUS-50000004,120.0,USD,2026-09-12T08:00:04Z,completed,Pro Workspace Plan - Duplicate,INV-40105,investigation_active,True,none,0.0,credit_card_visa
TXN-40108,CUS-50000005,150.0,USD,2026-09-10T11:00:00Z,completed,Team Subscription,INV-40106,none,False,none,0.0,credit_card_amex
TXN-40109,CUS-50000005,150.0,USD,2026-09-10T11:00:03Z,completed,Team Subscription - Duplicate,INV-40106,none,False,partially_refunded,50.0,credit_card_amex
TXN-40110,CUS-50000006,150.0,USD,2026-09-03T10:00:00Z,completed,Standard Developer Tooling License,INV-40110,none,False,none,0.0,credit_card_visa
TXN-40111,CUS-50000007,199.0,USD,2026-08-01T14:00:00Z,completed,Annual Seat License Add-on,INV-40111,none,False,none,0.0,credit_card_mastercard
TXN-40112,CUS-50000008,250.0,USD,2026-09-08T12:00:00Z,completed,Corporate Security Scanner License,INV-40112,investigation_active,True,none,0.0,credit_card_amex
TXN-40113,CUS-50000009,180.0,USD,2026-08-06T10:00:00Z,completed,Database Optimization Suite,INV-40113,none,False,none,0.0,credit_card_visa
TXN-40114,CUS-50000010,450.0,USD,2026-07-25T11:00:00Z,completed,Enterprise Architecture Consultation,INV-40114,none,False,none,0.0,credit_card_visa
TXN-40120,CUS-50000016,249.0,USD,2026-09-08T10:00:00Z,completed,Industrial IoT Sensor Gateway Kit,INV-40120,none,False,none,0.0,credit_card_visa
TXN-40121,CUS-50000017,320.0,USD,2026-09-07T14:00:00Z,completed,Developer Hardware Appliance v2,INV-40121,none,False,none,0.0,credit_card_mastercard
TXN-40122,CUS-50000018,180.0,USD,2026-09-13T16:00:00Z,completed,Diagnostic Sensor Probe,INV-40122,none,False,none,0.0,credit_card_visa
TXN-40123,CUS-50000019,350.0,USD,2026-09-10T15:00:00Z,completed,High-Performance Edge Computer,INV-40123,none,False,none,0.0,credit_card_visa
TXN-40124,CUS-50000020,299.0,USD,2026-09-08T11:00:00Z,completed,Smart Hub Appliance,INV-40124,none,False,none,0.0,credit_card_visa
TXN-40126,CUS-50000026,200.0,USD,2026-07-10T12:00:00Z,completed,Legacy Software Maintenance License,INV-40126,none,False,none,0.0,credit_card_visa
TXN-40127,CUS-50000027,149.0,USD,2026-07-29T10:00:00Z,completed,Developer Suite Standalone,INV-40127,none,False,none,0.0,credit_card_mastercard
TXN-40128,CUS-50000028,175.0,USD,2026-09-05T14:00:00Z,completed,Premium Analytics Tier,INV-40128,investigation_active,True,none,0.0,credit_card_visa
TXN-40129,CUS-50000029,450.0,USD,2026-09-10T11:00:00Z,completed,Multi-Region Cloud Hosting,INV-40129,investigation_active,True,none,0.0,credit_card_visa
